Subject ID,Raters Group,Completed by,Rater Name,"Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Listens to patients and their families’ concerns and responds to them thoroughly._First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Treats patients with dignity irrespective of their religion, culture, age, race, sexual orientation, gender and socio-economic status._First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Respects patients’ confidentiality (i.e. does not discuss confidential patient information in areas where others can overhear the conversation like hallways, elevators, coffee shops etc.)._First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Takes time to explain to patients their medical condition, treatment options, methods utilized and outcomes._First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Treats healthcare workers with dignity irrespective of their religion, culture, age, race, sexual orientation and gender. _First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Uses respectful language with other healthcare workers (i.e: avoids abusive language, offensive comments, racial or ethnic slurs, threats of violence and foul or rude intimidating language). _First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Responds in timely fashion to phone calls and paging regarding patient care. _First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Arrives on time to scheduled appointments (i.e. clinic, OR, rounds, shift etc…)._First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Receptive to the suggestions and concerns of other healthcare coworkers (both physician and non-physician health providers)._First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Communicates directly and clearly with healthcare workers (both physician and non-physician health providers) about patient care._First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Manages patient flow efficiently._First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Intervenes and assists in resolving conflicts._First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Engages nurses at sign-out._First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Leads codes effectively._First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Readily available during shifts._First Scale",Q2_Comments,Fillout Date (mm/dd/yy)
PHYS_09dabef2e8ab,Faculty Self-Evaluation,PHYS_09dabef2e8ab,PHYS_aa159231d7a1,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,08/12/2024 16:22
PHYS_c5e2acceccd6,Hospital Staff,PHYS_470b345b9793,PHYS_ec28185e3964,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Sometimes,Sometimes,Always,,Most of the time,D/A,05/15/24 09:13 PM
PHYS_c5e2acceccd6,Medical Staff,PHYS_e05aabbef33a,PHYS_483cb491161c,Always,Always,Always,Always,Always,Always,Always,Always,Most of the time,Always,Always,,,,Always,D/A,05/27/24 12:57 PM
PHYS_c5e2acceccd6,Hospital Staff,PHYS_ad7d9750ee64,PHYS_d6806575b309,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Most of the time,Always,,Always,D/A,05/27/24 04:28 PM
PHYS_c5e2acceccd6,Faculty Self-Evaluation,PHYS_c5e2acceccd6,PHYS_b9336abfaeb7,Always,Always,Always,Always,Always,Always,Always,Most of the time,Always,Always,Always,Always,Most of the time,Always,Always,D/A,05/27/24 10:53 PM
PHYS_c5e2acceccd6,Medical Staff,PHYS_44c857f85793,PHYS_329611350c06,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,05/30/24 03:17 PM
PHYS_c5e2acceccd6,Hospital Staff,PHYS_337e4437a714,PHYS_94019604cd85,Always,Always,Always,Always,Always,Always,Hardly ever,Always,Sometimes,Most of the time,Never,Never,Sometimes,Sometimes,Most of the time,D/A,06/03/2024 08:48
PHYS_c5e2acceccd6,Medical Staff,PHYS_58d064c749a6,PHYS_162bc917bbb5,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/03/2024 23:29
PHYS_c5e2acceccd6,Medical Staff,PHYS_c4d4a437f7b0,PHYS_c9f7024dd6e7,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/21/24 08:50 AM
PHYS_c5e2acceccd6,Medical Staff,PHYS_a440b471a3bb,PHYS_1f303295a181,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,,,Always,D/A,07/15/24 01:58 PM
PHYS_c5e2acceccd6,Medical Staff,PHYS_46e4179ffdfe,PHYS_bc6817c06104,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,D/A,07/15/24 02:09 PM
PHYS_c5e2acceccd6,Medical Staff,PHYS_3cee3f8b092c,PHYS_bced98f2e9e8,Most of the time,Most of the time,Always,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Always,Always,Always,Always,Always,Always,Always,D/A,07/16/24 07:39 AM
PHYS_c5e2acceccd6,Medical Staff,PHYS_c5b21fa5bb30,PHYS_33a3a2eb4d59,,,,,,,,,,,,,,,,D/A,07/16/24 09:20 AM
PHYS_c5e2acceccd6,Hospital Staff,PHYS_8e842997896d,PHYS_b372e5fcf9df,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/22/24 09:39 PM
PHYS_c5e2acceccd6,Hospital Staff,PHYS_62e53c8eeec9,PHYS_1d80ff872a41,,,,,,,,,,,,,,,,D/A,07/23/24 01:33 AM
PHYS_c5e2acceccd6,Hospital Staff,PHYS_20ab83523ffb,PHYS_83209d54c8c2,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/23/24 03:55 PM
PHYS_c5e2acceccd6,Chairperson,PHYS_09dabef2e8ab,PHYS_aa159231d7a1,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,08/12/2024 16:23
PHYS_3d62f2880c9e,Hospital Staff,PHYS_e8b03496ad47,PHYS_ded25002218d,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Sometimes,Sometimes,Always,Always,Always,D/A,05/15/24 10:50 AM
PHYS_3d62f2880c9e,Hospital Staff,PHYS_9f478514e27e,PHYS_50e2af6abf84,Always,Always,Always,Most of the time,Always,Always,Most of the time,Always,Most of the time,Most of the time,Most of the time,Always,,,Always,"For a new pediatric attending, Dr Ghadi is very professional, hardworking and dedicated. Most of his duties are hectic but he takes time to make sure every patient is cared for properly.",05/15/24 11:26 AM
PHYS_3d62f2880c9e,Faculty Self-Evaluation,PHYS_3d62f2880c9e,PHYS_1086315f8988,Most of the time,Always,Always,Most of the time,Always,Always,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,D/A,05/15/24 12:51 PM
PHYS_3d62f2880c9e,Hospital Staff,PHYS_10cb02d5eb49,PHYS_4f380a6861ef,Always,Always,Most of the time,Always,Always,Always,Always,Always,Always,Always,Most of the time,Always,Never,,Always,D/A,05/16/24 07:38 AM
PHYS_3d62f2880c9e,Medical Staff,PHYS_b5d6cf1891d6,PHYS_c8c39c536fff,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,05/27/24 08:50 AM
PHYS_3d62f2880c9e,Hospital Staff,PHYS_4e0e4e8c7b9e,PHYS_4e50937d05b5,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,05/27/24 08:53 AM
PHYS_3d62f2880c9e,Medical Staff,PHYS_527a8386c040,PHYS_6eb096f3d06f,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,"Very knowledgeable, teaches residents a lot. Shifts were very smooth.",05/27/24 11:38 PM
PHYS_3d62f2880c9e,Medical Staff,PHYS_1bb6f3894942,PHYS_b2c83da77248,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/04/2024 11:14
PHYS_3d62f2880c9e,Medical Staff,PHYS_c4d4a437f7b0,PHYS_c9f7024dd6e7,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/21/24 08:46 AM
PHYS_3d62f2880c9e,Hospital Staff,PHYS_acce93944f1a,PHYS_3d8f2128a7fc,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/24/24 12:47 PM
PHYS_3d62f2880c9e,Medical Staff,PHYS_a440b471a3bb,PHYS_1f303295a181,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,,,Always,D/A,07/15/24 01:58 PM
PHYS_3d62f2880c9e,Medical Staff,PHYS_499545c37448,PHYS_186153d7f1d9,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Most of the time,Always,Most of the time,,Always,D/A,07/15/24 02:14 PM
PHYS_3d62f2880c9e,Hospital Staff,PHYS_4c77ef672b81,PHYS_e72079c280e2,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Sometimes,,Always,D/A,07/23/24 11:51 AM
PHYS_3d62f2880c9e,Hospital Staff,PHYS_20ab83523ffb,PHYS_83209d54c8c2,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/23/24 03:55 PM
PHYS_3d62f2880c9e,Hospital Staff,PHYS_729b1a3544c4,PHYS_c395f621383c,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/24/24 07:35 AM
PHYS_3d62f2880c9e,Medical Staff,PHYS_6fc829554d4a,PHYS_ce1a05427eb8,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,"Great team player. Great attitude.  Great knowledge. 
Very pleasant to work with.
Can lead the ED effectively.
10&#x2F;10",07/31/24 01:12 PM
PHYS_3d62f2880c9e,Hospital Staff,PHYS_16b4b7cf800f,PHYS_b6be838a6f45,,,,,,,,,,,,,,,Never,D/A,07/31/24 05:55 PM
PHYS_3d62f2880c9e,Chairperson,PHYS_09dabef2e8ab,PHYS_aa159231d7a1,Most of the time,Always,Always,Most of the time,Always,Always,Always,Always,Always,Always,Most of the time,Most of the time,Most of the time,Always,Always,D/A,08/12/2024 16:23
PHYS_90834d12f35a,Medical Staff,PHYS_daa3bb2b68ac,PHYS_f183aef9075a,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,05/15/24 11:07 AM
PHYS_90834d12f35a,Medical Staff,PHYS_e05aabbef33a,PHYS_483cb491161c,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,05/27/24 12:57 PM
PHYS_90834d12f35a,Hospital Staff,PHYS_a5226991df8d,PHYS_f7b56de19421,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,05/27/24 03:33 PM
PHYS_90834d12f35a,Hospital Staff,PHYS_ad7d9750ee64,PHYS_d6806575b309,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,05/27/24 03:59 PM
PHYS_90834d12f35a,Medical Staff,PHYS_527a8386c040,PHYS_6eb096f3d06f,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,05/27/24 11:39 PM
PHYS_90834d12f35a,Medical Staff,PHYS_58d064c749a6,PHYS_162bc917bbb5,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/03/2024 23:29
PHYS_90834d12f35a,Hospital Staff,PHYS_a662d7917291,PHYS_22f6edfa6e20,Most of the time,Always,Always,Most of the time,Always,Always,Always,Always,Always,Always,Always,Most of the time,Most of the time,Always,Always,D/A,06/11/2024 09:06
PHYS_90834d12f35a,Faculty Self-Evaluation,PHYS_90834d12f35a,PHYS_90834d12f35a,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Sometimes,Always,Always,D/A,06/12/2024 12:37
PHYS_90834d12f35a,Hospital Staff,PHYS_599126d6f6f1,PHYS_c5628559b0d5,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Most of the time,Always,Always,D/A,06/13/24 10:14 AM
PHYS_90834d12f35a,Medical Staff,PHYS_a440b471a3bb,PHYS_1f303295a181,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,,Always,Always,"One of the most professional &ndash; smart&ndash; kind&ndash; attending i ever saw 
Professional with everyone 
Communicates  clearly the plan with the patient and residents 
Always available and reliable 
",07/15/24 02:00 PM
PHYS_90834d12f35a,Medical Staff,PHYS_499545c37448,PHYS_186153d7f1d9,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Sometimes,Always,Always,D/A,07/15/24 02:15 PM
PHYS_90834d12f35a,Hospital Staff,PHYS_3038202d4fac,PHYS_3bae698e4fe3,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/16/24 08:50 AM
PHYS_90834d12f35a,Medical Staff,PHYS_82a71751d350,PHYS_ffd32b1a8043,Most of the time,Most of the time,Most of the time,Sometimes,Sometimes,Sometimes,Sometimes,Always,Sometimes,Sometimes,Always,Sometimes,Sometimes,Always,Always,D/A,07/18/24 03:23 PM
PHYS_90834d12f35a,Hospital Staff,PHYS_8e842997896d,PHYS_b372e5fcf9df,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/22/24 09:40 PM
PHYS_90834d12f35a,Hospital Staff,PHYS_47c2c7ab2921,PHYS_9824bc980944,Sometimes,Most of the time,Most of the time,Sometimes,Sometimes,Most of the time,Most of the time,Most of the time,Sometimes,Sometimes,Most of the time,Sometimes,Sometimes,Most of the time,Always,D/A,07/22/24 10:19 PM
PHYS_90834d12f35a,Hospital Staff,PHYS_16b4b7cf800f,PHYS_b6be838a6f45,Always,Always,Always,Always,Always,Always,Always,Most of the time,Always,Always,Always,Always,Most of the time,Always,Always,D/A,07/23/24 03:44 PM
PHYS_90834d12f35a,Medical Staff,PHYS_ced0a4828312,PHYS_09d1065feec8,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,08/11/2024 18:59
PHYS_90834d12f35a,Chairperson,PHYS_09dabef2e8ab,PHYS_aa159231d7a1,Most of the time,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,08/12/2024 16:24
PHYS_63cde5ca57b8,Hospital Staff,PHYS_ddab0059c861,PHYS_4da9ee76e100,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Always,Always,D/A,05/15/24 10:54 AM
PHYS_63cde5ca57b8,Hospital Staff,PHYS_9f478514e27e,PHYS_50e2af6abf84,Most of the time,Most of the time,Always,Most of the time,Always,Always,Hardly ever,Always,Most of the time,Always,Most of the time,Most of the time,,Most of the time,Hardly ever,"Dr Hoballah is a very caring and dedicated MD, however; during the night shifts he is not very available as he goes up to the doctor’s rooms and dozes off. We struggle to reach him for simple things like attending sign off on admissions.",05/15/24 11:28 AM
PHYS_63cde5ca57b8,Medical Staff,PHYS_e05aabbef33a,PHYS_483cb491161c,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Most of the time,D/A,05/27/24 12:58 PM
PHYS_63cde5ca57b8,Hospital Staff,PHYS_8890549607af,PHYS_dcc517d4a30a,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,05/27/24 01:46 PM
PHYS_63cde5ca57b8,Medical Staff,PHYS_527a8386c040,PHYS_6eb096f3d06f,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,05/27/24 11:39 PM
PHYS_63cde5ca57b8,Medical Staff,PHYS_44c857f85793,PHYS_329611350c06,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,05/30/24 03:17 PM
PHYS_63cde5ca57b8,Hospital Staff,PHYS_337e4437a714,PHYS_94019604cd85,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Most of the time,Always,Always,Always,Sometimes,D/A,06/03/2024 08:50
PHYS_63cde5ca57b8,Hospital Staff,PHYS_88f740b641c4,PHYS_339285fe2519,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/03/2024 11:45
PHYS_63cde5ca57b8,Faculty Self-Evaluation,PHYS_63cde5ca57b8,PHYS_51afa27a11e6,Always,Always,Always,Most of the time,Always,Always,Most of the time,Most of the time,Most of the time,Always,Always,Most of the time,Sometimes,Always,Most of the time,D/A,06/10/2024 08:09
PHYS_63cde5ca57b8,Medical Staff,PHYS_46e4179ffdfe,PHYS_bc6817c06104,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,D/A,07/15/24 02:10 PM
PHYS_63cde5ca57b8,Medical Staff,PHYS_499545c37448,PHYS_186153d7f1d9,Always,Always,Always,Most of the time,Always,Always,Always,Always,Always,Always,Always,Always,Sometimes,,Always,D/A,07/15/24 02:16 PM
PHYS_63cde5ca57b8,Medical Staff,PHYS_3cee3f8b092c,PHYS_bced98f2e9e8,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/16/24 07:52 AM
PHYS_63cde5ca57b8,Hospital Staff,PHYS_59e67041ad41,PHYS_b1cf63b6010c,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/16/24 07:57 AM
PHYS_63cde5ca57b8,Medical Staff,PHYS_c5b21fa5bb30,PHYS_33a3a2eb4d59,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Most of the time,Sometimes,Always,Most of the time,D/A,07/16/24 09:20 AM
PHYS_63cde5ca57b8,Hospital Staff,PHYS_4c77ef672b81,PHYS_e72079c280e2,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Most of the time,Always,Most of the time,Most of the time,Most of the time,D/A,07/23/24 11:54 AM
PHYS_63cde5ca57b8,Hospital Staff,PHYS_20ab83523ffb,PHYS_83209d54c8c2,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/23/24 03:55 PM
PHYS_63cde5ca57b8,Hospital Staff,PHYS_29e11d0cb03b,PHYS_a278cfa22f3f,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,D/A,07/29/24 10:58 AM
PHYS_63cde5ca57b8,Medical Staff,PHYS_6fc829554d4a,PHYS_ce1a05427eb8,Sometimes,Always,Always,Sometimes,Always,Always,Hardly ever,Sometimes,Always,Always,Sometimes,Sometimes,Sometimes,Most of the time,Hardly ever,D/A,07/31/24 01:17 PM
PHYS_63cde5ca57b8,Chairperson,PHYS_09dabef2e8ab,PHYS_aa159231d7a1,Most of the time,Always,Always,Most of the time,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,08/12/2024 16:24
PHYS_dc03404505e9,Medical Staff,PHYS_764c7afc825b,PHYS_3e043f518075,Always,Always,Always,Always,Always,Always,Always,,Always,Always,Always,Always,,,Always,D/A,05/15/24 10:50 AM
PHYS_dc03404505e9,Medical Staff,PHYS_daa3bb2b68ac,PHYS_f183aef9075a,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,05/15/24 11:07 AM
PHYS_dc03404505e9,Faculty Self-Evaluation,PHYS_dc03404505e9,PHYS_d1dc27419740,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,05/15/24 03:01 PM
PHYS_dc03404505e9,Medical Staff,PHYS_b5d6cf1891d6,PHYS_c8c39c536fff,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,05/27/24 08:50 AM
PHYS_dc03404505e9,Medical Staff,PHYS_44c857f85793,PHYS_329611350c06,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,05/30/24 03:17 PM
PHYS_dc03404505e9,Medical Staff,PHYS_e41df0a09758,PHYS_fdf5c5450863,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/01/2024 18:40
PHYS_dc03404505e9,Hospital Staff,PHYS_337e4437a714,PHYS_94019604cd85,Always,Always,Always,Always,Always,Always,Always,Always,Most of the time,Most of the time,Hardly ever,Sometimes,Most of the time,,Most of the time,D/A,06/03/2024 08:53
PHYS_dc03404505e9,Hospital Staff,PHYS_dd836eabde0f,PHYS_de4af254540f,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,,Always,D/A,06/03/2024 09:24
PHYS_dc03404505e9,Hospital Staff,PHYS_88f740b641c4,PHYS_339285fe2519,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/03/2024 11:46
PHYS_dc03404505e9,Medical Staff,PHYS_58d064c749a6,PHYS_162bc917bbb5,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/03/2024 23:29
PHYS_dc03404505e9,Hospital Staff,PHYS_599126d6f6f1,PHYS_c5628559b0d5,Most of the time,Always,Always,Always,Always,Always,Always,Always,Always,Always,Most of the time,,Most of the time,,Most of the time,D/A,06/13/24 10:17 AM
PHYS_dc03404505e9,Medical Staff,PHYS_c4d4a437f7b0,PHYS_c9f7024dd6e7,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/21/24 08:46 AM
PHYS_dc03404505e9,Hospital Staff,PHYS_acce93944f1a,PHYS_3d8f2128a7fc,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/24/24 12:48 PM
PHYS_dc03404505e9,Hospital Staff,PHYS_6b78d2ca0b89,PHYS_24a2e505c50d,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/01/2024 11:08
PHYS_dc03404505e9,Hospital Staff,PHYS_3038202d4fac,PHYS_3bae698e4fe3,Always,Always,Always,Most of the time,Always,Always,Always,Always,Most of the time,Always,Sometimes,Always,Always,,Always,D/A,07/16/24 08:51 AM
PHYS_dc03404505e9,Medical Staff,PHYS_d849d1ca1a10,PHYS_f41b68af6c0e,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/23/24 09:23 PM
PHYS_dc03404505e9,Hospital Staff,PHYS_729b1a3544c4,PHYS_c395f621383c,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/24/24 07:36 AM
PHYS_dc03404505e9,Chairperson,PHYS_09dabef2e8ab,PHYS_aa159231d7a1,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Most of the time,,Always,D/A,08/12/2024 16:25
PHYS_eee9fa53fff6,Medical Staff,PHYS_daa3bb2b68ac,PHYS_f183aef9075a,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,05/15/24 11:08 AM
PHYS_eee9fa53fff6,Faculty Self-Evaluation,PHYS_eee9fa53fff6,PHYS_ba41a3e01ada,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,"Always smiling and responding to patients
Always very helpful on shifts especially to residents",05/15/24 12:52 PM
PHYS_eee9fa53fff6,Hospital Staff,PHYS_470b345b9793,PHYS_ec28185e3964,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,05/15/24 10:05 PM
PHYS_eee9fa53fff6,Medical Staff,PHYS_b5d6cf1891d6,PHYS_c8c39c536fff,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,05/27/24 08:50 AM
PHYS_eee9fa53fff6,Hospital Staff,PHYS_a5226991df8d,PHYS_f7b56de19421,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,,,,Always,D/A,05/27/24 03:34 PM
PHYS_eee9fa53fff6,Hospital Staff,PHYS_ad7d9750ee64,PHYS_d6806575b309,Most of the time,Always,Always,Most of the time,Always,Always,Always,Always,Always,Always,Always,Sometimes,Always,,Always,D/A,05/27/24 04:26 PM
PHYS_eee9fa53fff6,Medical Staff,PHYS_527a8386c040,PHYS_6eb096f3d06f,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,"Very knowledgeable, teaches residents a lot especially during procedures. Shifts were very smooth.",05/27/24 11:40 PM
PHYS_eee9fa53fff6,Medical Staff,PHYS_1bb6f3894942,PHYS_b2c83da77248,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/04/2024 11:14
PHYS_eee9fa53fff6,Medical Staff,PHYS_c5b21fa5bb30,PHYS_33a3a2eb4d59,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/10/2024 17:05
PHYS_eee9fa53fff6,Hospital Staff,PHYS_599126d6f6f1,PHYS_c5628559b0d5,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Most of the time,Always,Always,D/A,06/13/24 10:18 AM
PHYS_eee9fa53fff6,Hospital Staff,PHYS_acce93944f1a,PHYS_3d8f2128a7fc,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/24/24 12:49 PM
PHYS_eee9fa53fff6,Medical Staff,PHYS_46e4179ffdfe,PHYS_bc6817c06104,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Sometimes,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,D/A,07/15/24 02:10 PM
PHYS_eee9fa53fff6,Medical Staff,PHYS_3cee3f8b092c,PHYS_bced98f2e9e8,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,"Always a pleasure to work with, fast, meticulous, excellent patient care",07/16/24 07:37 AM
PHYS_eee9fa53fff6,Hospital Staff,PHYS_47c2c7ab2921,PHYS_9824bc980944,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,D/A,07/22/24 10:23 PM
PHYS_eee9fa53fff6,Hospital Staff,PHYS_4c77ef672b81,PHYS_e72079c280e2,Always,Always,Always,Always,Always,Always,Most of the time,Always,Always,Always,Most of the time,Most of the time,Most of the time,,Always,D/A,07/23/24 11:56 AM
