Subject ID,Raters Group,Completed by,Rater Name,"Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Listens to patients and their families’ concerns and responds to them thoroughly._First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Treats patients with dignity irrespective of their religion, culture, age, race, sexual orientation, gender and socio-economic status._First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Respects patients’ confidentiality (i.e. does not discuss confidential patient information in areas where others can overhear the conversation like hallways, elevators, coffee shops etc.)._First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Takes time to explain to patients their medical condition, treatment options, methods utilized and outcomes._First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Treats healthcare workers with dignity irrespective of their religion, culture, age, race, sexual orientation and gender. _First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Uses respectful language with other healthcare workers (i.e: avoids abusive language, offensive comments, racial or ethnic slurs, threats of violence and foul or rude intimidating language). _First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Responds in timely fashion to phone calls and paging regarding patient care. _First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Arrives on time to scheduled appointments (i.e. clinic, OR, rounds, shift etc…)._First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Receptive to the suggestions and concerns of other healthcare coworkers (both physician and non-physician health providers)._First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Communicates directly and clearly with healthcare workers (both physician and non-physician health providers) about patient care._First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Manages patient flow efficiently._First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Intervenes and assists in resolving conflicts._First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Engages nurses at sign-out._First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Leads codes effectively._First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Readily available during shifts._First Scale",Q2_Comments,Fillout Date (mm/dd/yy)
PHYS_27d504fc2b8b,Hospital Staff,PHYS_553e1c48fa34,PHYS_725a1a2847b3,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/03/2024 11:44
PHYS_27d504fc2b8b,Medical Staff,PHYS_46e4179ffdfe,PHYS_bc6817c06104,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,D/A,07/15/24 02:11 PM
PHYS_27d504fc2b8b,Medical Staff,PHYS_3cee3f8b092c,PHYS_bced98f2e9e8,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/16/24 07:55 AM
PHYS_27d504fc2b8b,Hospital Staff,PHYS_59e67041ad41,PHYS_b1cf63b6010c,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/16/24 07:58 AM
PHYS_27d504fc2b8b,Medical Staff,PHYS_82a71751d350,PHYS_ffd32b1a8043,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/18/24 03:24 PM
PHYS_27d504fc2b8b,Faculty Self-Evaluation,PHYS_27d504fc2b8b,PHYS_0c51cffdb626,Always,Always,Most of the time,Always,Always,Always,Always,Most of the time,Most of the time,Most of the time,Always,Always,Most of the time,Always,Always,"Very good professional environment!!!
I’m pleased to work in the emergency department.",07/22/24 04:22 PM
PHYS_27d504fc2b8b,Hospital Staff,PHYS_840c14208cfb,PHYS_fc72f47b343f,Most of the time,Most of the time,Always,Always,Most of the time,Always,Always,Always,Most of the time,Most of the time,Most of the time,Always,Most of the time,Most of the time,Most of the time,D/A,07/22/24 08:43 PM
PHYS_27d504fc2b8b,Hospital Staff,PHYS_62e53c8eeec9,PHYS_1d80ff872a41,,,,,,,,,,,,,,,,D/A,07/23/24 01:34 AM
PHYS_27d504fc2b8b,Hospital Staff,PHYS_4c77ef672b81,PHYS_e72079c280e2,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Most of the time,Always,Sometimes,Most of the time,Always,D/A,07/23/24 12:14 PM
PHYS_27d504fc2b8b,Hospital Staff,PHYS_d1ec60832748,PHYS_08ea2b75a99c,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Most of the time,Always,Most of the time,Most of the time,Always,D/A,07/23/24 04:21 PM
PHYS_27d504fc2b8b,Hospital Staff,PHYS_729b1a3544c4,PHYS_c395f621383c,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/24/24 07:39 AM
PHYS_27d504fc2b8b,Chairperson,PHYS_09dabef2e8ab,PHYS_aa159231d7a1,Most of the time,Always,Always,Most of the time,Always,Always,Most of the time,Always,Always,Most of the time,Always,Most of the time,Most of the time,,Most of the time,D/A,08/12/2024 16:30
PHYS_16ae21ee5cb3,Medical Staff,PHYS_b5d6cf1891d6,PHYS_c8c39c536fff,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,05/27/24 08:51 AM
PHYS_16ae21ee5cb3,Hospital Staff,PHYS_a5226991df8d,PHYS_f7b56de19421,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,,Always,Always,D/A,05/27/24 03:34 PM
PHYS_16ae21ee5cb3,Hospital Staff,PHYS_ad7d9750ee64,PHYS_d6806575b309,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,05/27/24 04:01 PM
PHYS_16ae21ee5cb3,Medical Staff,PHYS_527a8386c040,PHYS_6eb096f3d06f,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,05/27/24 11:40 PM
PHYS_16ae21ee5cb3,Medical Staff,PHYS_e41df0a09758,PHYS_fdf5c5450863,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/01/2024 18:42
PHYS_16ae21ee5cb3,Faculty Self-Evaluation,PHYS_16ae21ee5cb3,PHYS_fbe31d4bffed,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/10/2024 08:25
PHYS_16ae21ee5cb3,Hospital Staff,PHYS_a662d7917291,PHYS_22f6edfa6e20,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/11/2024 09:07
PHYS_16ae21ee5cb3,Hospital Staff,PHYS_599126d6f6f1,PHYS_c5628559b0d5,Always,Always,Always,Most of the time,Always,Most of the time,Always,Always,Most of the time,Always,Always,Always,Most of the time,Always,Always,D/A,06/13/24 10:19 AM
PHYS_16ae21ee5cb3,Medical Staff,PHYS_c4d4a437f7b0,PHYS_c9f7024dd6e7,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/21/24 08:47 AM
PHYS_16ae21ee5cb3,Medical Staff,PHYS_499545c37448,PHYS_186153d7f1d9,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Most of the time,,Always,D/A,07/15/24 02:19 PM
PHYS_16ae21ee5cb3,Hospital Staff,PHYS_3038202d4fac,PHYS_3bae698e4fe3,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/16/24 08:55 AM
PHYS_16ae21ee5cb3,Hospital Staff,PHYS_470adf549c0e,PHYS_cd36aad59456,Sometimes,Most of the time,Always,Most of the time,Most of the time,Always,Most of the time,Always,Always,Most of the time,Most of the time,Most of the time,Always,Always,Always,D/A,07/16/24 10:40 AM
PHYS_16ae21ee5cb3,Hospital Staff,PHYS_8e842997896d,PHYS_b372e5fcf9df,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/22/24 09:42 PM
PHYS_16ae21ee5cb3,Hospital Staff,PHYS_4d833d8eb8f7,PHYS_38a0774c6d38,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/23/24 09:49 AM
PHYS_16ae21ee5cb3,Medical Staff,PHYS_d849d1ca1a10,PHYS_f41b68af6c0e,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/23/24 09:24 PM
PHYS_16ae21ee5cb3,Medical Staff,PHYS_6fc829554d4a,PHYS_ce1a05427eb8,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,D/A,07/31/24 02:31 PM
PHYS_16ae21ee5cb3,Chairperson,PHYS_09dabef2e8ab,PHYS_aa159231d7a1,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Most of the time,Most of the time,Always,Always,D/A,08/12/2024 16:29
PHYS_be5415a2e5dd,Hospital Staff,PHYS_ddab0059c861,PHYS_4da9ee76e100,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,D/A,05/15/24 10:56 AM
PHYS_be5415a2e5dd,Medical Staff,PHYS_b5d6cf1891d6,PHYS_c8c39c536fff,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,05/27/24 08:51 AM
PHYS_be5415a2e5dd,Hospital Staff,PHYS_8890549607af,PHYS_dcc517d4a30a,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,05/27/24 01:47 PM
PHYS_be5415a2e5dd,Hospital Staff,PHYS_ad7d9750ee64,PHYS_d6806575b309,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Most of the time,Most of the time,,,Always,D/A,05/27/24 03:59 PM
PHYS_be5415a2e5dd,Medical Staff,PHYS_527a8386c040,PHYS_6eb096f3d06f,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,D/A,05/27/24 11:40 PM
PHYS_be5415a2e5dd,Hospital Staff,PHYS_dd836eabde0f,PHYS_de4af254540f,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,,Always,D/A,06/03/2024 09:27
PHYS_be5415a2e5dd,Hospital Staff,PHYS_88f740b641c4,PHYS_339285fe2519,,,,,,,,,,,,,,,,D/A,06/03/2024 11:47
PHYS_be5415a2e5dd,Medical Staff,PHYS_1bb6f3894942,PHYS_b2c83da77248,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,D/A,06/04/2024 11:16
PHYS_be5415a2e5dd,Hospital Staff,PHYS_a662d7917291,PHYS_22f6edfa6e20,,,,,,,,,,,,,,,,D/A,06/11/2024 09:10
PHYS_be5415a2e5dd,Hospital Staff,PHYS_6b78d2ca0b89,PHYS_24a2e505c50d,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Sometimes,Most of the time,Always,,Always,D/A,07/01/2024 11:21
PHYS_be5415a2e5dd,Medical Staff,PHYS_a440b471a3bb,PHYS_1f303295a181,Always,Always,Always,Always,Always,Always,Always,Always,,Always,Most of the time,Always,,,Always,D/A,07/15/24 02:02 PM
PHYS_be5415a2e5dd,Medical Staff,PHYS_499545c37448,PHYS_186153d7f1d9,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Most of the time,,Always,D/A,07/15/24 02:18 PM
PHYS_be5415a2e5dd,Medical Staff,PHYS_c5b21fa5bb30,PHYS_33a3a2eb4d59,Most of the time,Always,Always,Always,Most of the time,Always,Always,Always,Always,Always,Always,Always,Most of the time,,Most of the time,D/A,07/16/24 09:21 AM
PHYS_be5415a2e5dd,Faculty Self-Evaluation,PHYS_be5415a2e5dd,PHYS_be5415a2e5dd,Always,Always,Always,Always,Always,Always,Most of the time,Always,Most of the time,Always,Always,Most of the time,,,Always,D/A,07/20/24 09:28 AM
PHYS_be5415a2e5dd,Hospital Staff,PHYS_62e53c8eeec9,PHYS_1d80ff872a41,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/23/24 01:34 AM
PHYS_be5415a2e5dd,Hospital Staff,PHYS_4c77ef672b81,PHYS_e72079c280e2,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Most of the time,Most of the time,Sometimes,,Always,D/A,07/23/24 12:09 PM
PHYS_be5415a2e5dd,Hospital Staff,PHYS_20ab83523ffb,PHYS_83209d54c8c2,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/23/24 03:57 PM
PHYS_be5415a2e5dd,Hospital Staff,PHYS_729b1a3544c4,PHYS_c395f621383c,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/24/24 07:38 AM
PHYS_be5415a2e5dd,Medical Staff,PHYS_ced0a4828312,PHYS_09d1065feec8,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Sometimes,Most of the time,Always,Always,Always,D/A,08/11/2024 19:00
PHYS_be5415a2e5dd,Chairperson,PHYS_09dabef2e8ab,PHYS_aa159231d7a1,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Most of the time,Most of the time,,,Always,D/A,08/12/2024 16:29
PHYS_d6f5100a2909,Medical Staff,PHYS_764c7afc825b,PHYS_3e043f518075,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,05/15/24 10:54 AM
PHYS_d6f5100a2909,Medical Staff,PHYS_e41df0a09758,PHYS_fdf5c5450863,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,D/A,06/01/2024 18:42
PHYS_d6f5100a2909,Hospital Staff,PHYS_337e4437a714,PHYS_94019604cd85,Always,Always,Always,Always,Always,Most of the time,Always,Always,Always,Always,Most of the time,Most of the time,Most of the time,Most of the time,Always,D/A,06/03/2024 08:57
PHYS_d6f5100a2909,Hospital Staff,PHYS_553e1c48fa34,PHYS_725a1a2847b3,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/03/2024 11:45
PHYS_d6f5100a2909,Medical Staff,PHYS_58d064c749a6,PHYS_162bc917bbb5,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/03/2024 23:32
PHYS_d6f5100a2909,Medical Staff,PHYS_1bb6f3894942,PHYS_b2c83da77248,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,D/A,06/04/2024 11:17
PHYS_d6f5100a2909,Hospital Staff,PHYS_599126d6f6f1,PHYS_c5628559b0d5,Always,Always,Always,Always,Always,Most of the time,Always,Always,Always,Always,Always,Always,Most of the time,Always,Always,D/A,06/13/24 10:20 AM
PHYS_d6f5100a2909,Medical Staff,PHYS_c4d4a437f7b0,PHYS_c9f7024dd6e7,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/21/24 08:48 AM
PHYS_d6f5100a2909,Faculty Self-Evaluation,PHYS_d6f5100a2909,PHYS_1bf5bfb54ee1,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Good,07/01/2024 22:51
PHYS_d6f5100a2909,Medical Staff,PHYS_499545c37448,PHYS_186153d7f1d9,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Most of the time,Always,Sometimes,,Always,D/A,07/15/24 02:20 PM
PHYS_d6f5100a2909,Hospital Staff,PHYS_59e67041ad41,PHYS_b1cf63b6010c,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/16/24 07:59 AM
PHYS_d6f5100a2909,Hospital Staff,PHYS_47c2c7ab2921,PHYS_9824bc980944,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/17/24 09:20 AM
PHYS_d6f5100a2909,Hospital Staff,PHYS_62e53c8eeec9,PHYS_1d80ff872a41,,,,,,,,,,,,,,,,D/A,07/23/24 02:59 PM
PHYS_d6f5100a2909,Hospital Staff,PHYS_d1ec60832748,PHYS_08ea2b75a99c,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Most of the time,Most of the time,Always,Always,Always,D/A,07/23/24 04:21 PM
PHYS_d6f5100a2909,Medical Staff,PHYS_d849d1ca1a10,PHYS_f41b68af6c0e,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/23/24 09:24 PM
PHYS_d6f5100a2909,Hospital Staff,PHYS_729b1a3544c4,PHYS_c395f621383c,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/24/24 07:39 AM
PHYS_d6f5100a2909,Hospital Staff,PHYS_16b4b7cf800f,PHYS_b6be838a6f45,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/25/24 04:18 PM
PHYS_d6f5100a2909,Medical Staff,PHYS_6fc829554d4a,PHYS_ce1a05427eb8,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/31/24 02:31 PM
PHYS_d6f5100a2909,Chairperson,PHYS_09dabef2e8ab,PHYS_aa159231d7a1,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Most of the time,Most of the time,Most of the time,Always,Always,D/A,08/12/2024 16:30
PHYS_f0ab247db47e,Faculty Self-Evaluation,PHYS_f0ab247db47e,PHYS_f0ab247db47e,Most of the time,Always,Always,Most of the time,Always,Most of the time,Most of the time,Always,Most of the time,Most of the time,Most of the time,Most of the time,Sometimes,Most of the time,Always,D/A,05/16/24 10:37 AM
PHYS_f0ab247db47e,Hospital Staff,PHYS_a5226991df8d,PHYS_f7b56de19421,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,,,Always,D/A,05/27/24 03:35 PM
PHYS_f0ab247db47e,Hospital Staff,PHYS_ad7d9750ee64,PHYS_d6806575b309,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,05/27/24 04:01 PM
PHYS_f0ab247db47e,Medical Staff,PHYS_e41df0a09758,PHYS_fdf5c5450863,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/01/2024 18:43
PHYS_f0ab247db47e,Hospital Staff,PHYS_dd836eabde0f,PHYS_de4af254540f,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/03/2024 09:27
PHYS_f0ab247db47e,Medical Staff,PHYS_1bb6f3894942,PHYS_b2c83da77248,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/04/2024 11:17
PHYS_f0ab247db47e,Medical Staff,PHYS_c5b21fa5bb30,PHYS_33a3a2eb4d59,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/10/2024 17:03
PHYS_f0ab247db47e,Hospital Staff,PHYS_599126d6f6f1,PHYS_c5628559b0d5,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/13/24 10:21 AM
PHYS_f0ab247db47e,Medical Staff,PHYS_c4d4a437f7b0,PHYS_c9f7024dd6e7,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/21/24 08:48 AM
PHYS_f0ab247db47e,Medical Staff,PHYS_a440b471a3bb,PHYS_1f303295a181,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,,Always,Always,D/A,07/15/24 02:02 PM
PHYS_f0ab247db47e,Medical Staff,PHYS_46e4179ffdfe,PHYS_bc6817c06104,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,D/A,07/15/24 02:12 PM
PHYS_f0ab247db47e,Medical Staff,PHYS_499545c37448,PHYS_186153d7f1d9,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Most of the time,,Always,D/A,07/15/24 02:21 PM
PHYS_f0ab247db47e,Hospital Staff,PHYS_3038202d4fac,PHYS_3bae698e4fe3,Always,Always,Always,Always,Always,Always,Always,Always,Most of the time,Always,Sometimes,Most of the time,Always,Always,Always,D/A,07/16/24 08:56 AM
PHYS_f0ab247db47e,Medical Staff,PHYS_82a71751d350,PHYS_ffd32b1a8043,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/18/24 04:34 PM
PHYS_f0ab247db47e,Hospital Staff,PHYS_840c14208cfb,PHYS_fc72f47b343f,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/22/24 08:37 PM
PHYS_f0ab247db47e,Hospital Staff,PHYS_20ab83523ffb,PHYS_83209d54c8c2,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/23/24 03:57 PM
PHYS_f0ab247db47e,Hospital Staff,PHYS_729b1a3544c4,PHYS_c395f621383c,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/24/24 07:40 AM
PHYS_f0ab247db47e,Chairperson,PHYS_09dabef2e8ab,PHYS_aa159231d7a1,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,08/12/2024 16:31
PHYS_4bbcfedfb0c5,Hospital Staff,PHYS_e8b03496ad47,PHYS_ded25002218d,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,05/15/24 10:52 AM
PHYS_4bbcfedfb0c5,Hospital Staff,PHYS_ddab0059c861,PHYS_4da9ee76e100,Sometimes,Most of the time,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Most of the time,Sometimes,Always,D/A,05/15/24 10:57 AM
PHYS_4bbcfedfb0c5,Hospital Staff,PHYS_470b345b9793,PHYS_ec28185e3964,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,05/15/24 10:06 PM
PHYS_4bbcfedfb0c5,Hospital Staff,PHYS_10cb02d5eb49,PHYS_4f380a6861ef,Always,Always,Most of the time,Always,Always,Always,Always,Most of the time,Always,Always,Always,Always,Never,,Most of the time,D/A,05/16/24 07:46 AM
PHYS_4bbcfedfb0c5,Hospital Staff,PHYS_4e0e4e8c7b9e,PHYS_4e50937d05b5,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,D/A,05/27/24 08:55 AM
PHYS_4bbcfedfb0c5,Medical Staff,PHYS_e05aabbef33a,PHYS_483cb491161c,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,,,Always,D/A,05/27/24 12:59 PM
PHYS_4bbcfedfb0c5,Hospital Staff,PHYS_ad7d9750ee64,PHYS_d6806575b309,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,05/27/24 04:01 PM
PHYS_4bbcfedfb0c5,Medical Staff,PHYS_527a8386c040,PHYS_6eb096f3d06f,Most of the time,Always,Always,Always,Most of the time,Most of the time,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,05/27/24 11:41 PM
PHYS_4bbcfedfb0c5,Medical Staff,PHYS_e41df0a09758,PHYS_fdf5c5450863,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/01/2024 18:44
PHYS_4bbcfedfb0c5,Hospital Staff,PHYS_599126d6f6f1,PHYS_c5628559b0d5,Always,Always,Always,Always,Always,Always,Always,,Always,Always,Always,Always,Most of the time,,Always,D/A,06/13/24 10:22 AM
PHYS_4bbcfedfb0c5,Hospital Staff,PHYS_acce93944f1a,PHYS_3d8f2128a7fc,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/24/24 12:50 PM
PHYS_4bbcfedfb0c5,Hospital Staff,PHYS_6b78d2ca0b89,PHYS_24a2e505c50d,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/01/2024 11:09
PHYS_4bbcfedfb0c5,Faculty Self-Evaluation,PHYS_4bbcfedfb0c5,PHYS_5629c2e27c40,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Most of the time,Always,Always,D/A,07/08/2024 13:22
PHYS_4bbcfedfb0c5,Medical Staff,PHYS_a440b471a3bb,PHYS_1f303295a181,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,,,Always,D/A,07/15/24 02:03 PM
PHYS_4bbcfedfb0c5,Medical Staff,PHYS_499545c37448,PHYS_186153d7f1d9,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Sometimes,,Always,D/A,07/15/24 02:22 PM
PHYS_4bbcfedfb0c5,Medical Staff,PHYS_c5b21fa5bb30,PHYS_33a3a2eb4d59,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/16/24 09:22 AM
PHYS_4bbcfedfb0c5,Hospital Staff,PHYS_840c14208cfb,PHYS_fc72f47b343f,Always,Always,Always,Always,Always,Most of the time,Always,Always,Always,Always,Most of the time,Always,Most of the time,Most of the time,Most of the time,D/A,07/22/24 08:42 PM
PHYS_4bbcfedfb0c5,Medical Staff,PHYS_6fc829554d4a,PHYS_ce1a05427eb8,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Hardly ever,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,D/A,07/31/24 02:32 PM
PHYS_4bbcfedfb0c5,Medical Staff,PHYS_ced0a4828312,PHYS_09d1065feec8,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,08/11/2024 19:03
PHYS_4bbcfedfb0c5,Chairperson,PHYS_09dabef2e8ab,PHYS_aa159231d7a1,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Most of the time,Most of the time,,Always,D/A,08/12/2024 16:31
